Match Up,W/L,MIN,PTS,FGM,FGA,FG%,3:00 PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,#ERROR!,Team
"Apr 10, 2024 - MIA vs. DAL",L,35:40:00,21,6,15,40,2,5,40,7,7,100,1,6,7,6,0,0,4,0,-5,
"Apr 09, 2024 - MIA @ ATL",W,47:39:00,33,13,25,52,4,13,30.8,3,4,75,0,5,5,4,0,0,3,4,15,
"Apr 07, 2024 - MIA @ IND",L,31:05:00,21,6,12,50,3,7,42.9,6,6,100,0,5,5,1,0,0,1,3,0,
"Apr 05, 2024 - MIA @ HOU",W,24:59:00,17,7,14,50,1,4,25,2,4,50,0,5,5,6,0,0,0,1,11,
"Feb 23, 2024 - MIA @ NOP",W,30:45:00,15,6,14,42.9,3,5,60,0,0,0,0,6,6,3,0,1,1,2,2,
"Feb 14, 2024 - MIA @ PHI",W,38:05:00,23,10,23,43.5,1,8,12.5,2,3,66.7,1,6,7,7,0,0,3,1,-1,
"Feb 13, 2024 - MIA @ MIL",W,30:10:00,19,7,16,43.8,3,8,37.5,2,2,100,0,3,3,5,0,0,1,0,15,
"Feb 11, 2024 - MIA vs. BOS",L,38:31:00,24,10,21,47.6,4,12,33.3,0,0,0,0,5,5,4,0,0,1,1,-4,
"Feb 07, 2024 - MIA vs. SAS",W,29:08:00,24,10,15,66.7,4,7,57.1,0,0,0,1,5,6,7,0,0,1,1,16,
"Feb 06, 2024 - MIA vs. ORL",W,26:15:00,14,6,13,46.2,2,5,40,0,0,0,0,3,3,4,0,0,1,0,22,
"Feb 02, 2024 - MIA @ WAS",W,31:49:00,15,6,19,31.6,3,8,37.5,0,0,0,0,4,4,5,0,0,2,2,-3,
"Jan 31, 2024 - MIA vs. SAC",W,31:17:00,14,4,9,44.4,2,4,50,4,6,66.7,1,7,8,8,0,0,2,1,-1,
"Jan 29, 2024 - MIA vs. PHX",L,34:24:00,17,5,18,27.8,5,12,41.7,2,2,100,0,6,6,4,0,0,0,1,6,
"Jan 27, 2024 - MIA @ NYK",L,35:24:00,18,7,18,38.9,4,11,36.4,0,0,0,0,1,1,3,0,0,1,2,-17,
"Jan 25, 2024 - MIA vs. BOS",L,29:10:00,19,7,14,50,5,10,50,0,0,0,0,3,3,6,1,0,1,0,-24,
"Jan 24, 2024 - MIA vs. MEM",L,37:43:00,18,8,15,53.3,2,6,33.3,0,0,0,0,6,6,3,0,0,4,1,-9,
"Jan 21, 2024 - MIA @ ORL",L,32:53:00,12,4,14,28.6,4,11,36.4,0,0,0,1,0,1,2,1,0,2,1,-16,
"Jan 19, 2024 - MIA vs. ATL",L,34:32:00,25,10,19,52.6,4,9,44.4,1,1,100,0,6,6,2,1,0,2,4,0,
"Jan 17, 2024 - MIA @ TOR",L,32:23:00,16,7,20,35,2,9,22.2,0,0,0,1,6,7,3,0,0,3,2,-8,
"Jan 15, 2024 - MIA @ BKN",W,37:37:00,29,11,22,50,4,11,36.4,3,4,75,1,10,11,2,0,0,4,3,16,
"Jan 14, 2024 - MIA vs. CHA",W,28:28:00,21,7,15,46.7,4,9,44.4,3,4,75,1,6,7,4,1,0,3,1,12,
"Jan 10, 2024 - MIA vs. OKC",L,36:29:00,17,7,21,33.3,1,5,20,2,4,50,0,5,5,6,3,0,1,1,9,
"Jan 08, 2024 - MIA vs. HOU",W,34:26:00,28,10,20,50,5,10,50,3,3,100,2,1,3,3,0,0,1,2,1,
"Jan 05, 2024 - MIA @ PHX",L,35:09:00,9,4,17,23.5,1,7,14.3,0,0,0,0,4,4,6,0,0,1,2,-25,
"Jan 03, 2024 - MIA @ LAL",W,27:51:00,21,7,19,36.8,4,8,50,3,3,100,0,6,6,4,3,0,2,3,5,
"Jan 01, 2024 - MIA @ LAC",L,34:35:00,12,4,13,30.8,4,8,50,0,0,0,0,6,6,6,2,0,3,1,-29,
"Dec 30, 2023 - MIA @ UTA",L,38:38:00,25,9,22,40.9,2,7,28.6,5,5,100,2,4,6,6,1,1,1,2,-1,
