Match Up,W/L,MIN,PTS,FGM,FGA,FG%,3:00 PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,#ERROR!,Team
"Feb 01, 2023 - GSW @ MIN",L,24:51:00,7,3,7,42.9,1,4,25,0,0,0,1,3,4,5,1,0,1,1,-7,
"Jan 30, 2023 - GSW @ OKC",W,26:10:00,8,3,8,37.5,2,5,40,0,0,0,0,4,4,3,3,0,2,2,-10,
"Jan 27, 2023 - GSW vs. TOR",W,33:10:00,12,5,10,50,2,5,40,0,0,0,1,2,3,11,2,0,1,1,24,
"Jan 25, 2023 - GSW vs. MEM",W,34:20:00,8,3,7,42.9,2,4,50,0,0,0,2,2,4,2,0,1,3,2,7,
"Jan 22, 2023 - GSW vs. BKN",L,26:57:00,13,4,6,66.7,4,4,100,1,2,50,0,2,2,8,0,0,0,1,9,
"Jan 20, 2023 - GSW @ CLE",W,35:24:00,17,5,13,38.5,3,7,42.9,4,6,66.7,2,4,6,4,4,0,4,3,12,
"Jan 19, 2023 - GSW @ BOS",L,27:37:00,6,2,6,33.3,2,4,50,0,0,0,0,3,3,0,0,0,0,2,-4,
"Jan 16, 2023 - GSW @ WAS",W,26:59:00,11,5,9,55.6,0,4,0,1,1,100,0,5,5,3,0,0,0,3,15,
"Jan 15, 2023 - GSW @ CHI",L,25:52:00,9,3,7,42.9,3,6,50,0,0,0,1,3,4,5,1,1,1,0,-5,
"Jan 13, 2023 - GSW @ SAS",W,25:17:00,22,7,17,41.2,4,12,33.3,4,4,100,3,4,7,5,2,0,1,2,20,
"Jan 10, 2023 - GSW vs. PHX",L,18:00,3,1,4,25,1,3,33.3,0,0,0,1,4,5,2,1,0,1,1,0,
"Jan 07, 2023 - GSW vs. ORL",L,35:22:00,15,5,12,41.7,5,11,45.5,0,0,0,1,7,8,3,2,0,1,0,-4,
"Jan 04, 2023 - GSW vs. DET",L,34:00:00,5,2,4,50,1,3,33.3,0,0,0,0,3,3,3,0,0,3,2,-14,
"Jan 02, 2023 - GSW vs. ATL",W,44:22:00,8,3,9,33.3,2,8,25,0,0,0,4,5,9,5,2,0,2,1,7,
"Dec 30, 2022 - GSW vs. POR",W,34:22:00,9,4,11,36.4,1,5,20,0,0,0,3,6,9,4,4,0,1,2,16,
"Dec 28, 2022 - GSW vs. UTA",W,39:00:00,19,5,11,45.5,5,9,55.6,4,4,100,1,3,4,2,2,0,1,3,5,
"Dec 27, 2022 - GSW vs. CHA",W,29:58:00,0,0,4,0,0,4,0,0,0,0,0,9,9,7,1,0,1,1,4,
"Dec 25, 2022 - GSW vs. MEM",W,31:29:00,19,7,12,58.3,5,9,55.6,0,0,0,0,3,3,3,1,0,0,2,-9,
"Dec 18, 2022 - GSW @ TOR",W,32:34:00,5,2,5,40,1,3,33.3,0,0,0,0,1,1,6,2,0,3,4,12,
"Apr 10, 2022 - SAC @ PHX",W,27:08:00,19,5,11,45.5,4,7,57.1,5,7,71.4,0,4,4,3,1,0,2,4,8,
"Apr 09, 2022 - SAC @ LAC",L,20:17,8,3,7,42.9,1,3,33.3,1,2,50,0,4,4,3,1,0,3,0,-9,
"Apr 05, 2022 - SAC vs. NOP",L,29:07:00,6,2,8,25,2,7,28.6,0,0,0,0,3,3,2,1,0,4,2,5,
"Apr 03, 2022 - SAC vs. GSW",L,30:22:00,14,4,13,30.8,2,9,22.2,4,4,100,0,4,4,4,2,0,2,1,-4,
"Apr 01, 2022 - SAC @ HOU",W,30:01:00,19,5,10,50,3,6,50,6,6,100,1,8,9,9,3,2,2,3,15,
"Mar 30, 2022 - SAC @ HOU",W,28:40:00,8,3,8,37.5,2,4,50,0,0,0,2,6,8,2,2,1,3,3,-3,
"Mar 28, 2022 - SAC @ MIA",L,32:00:00,12,4,12,33.3,4,9,44.4,0,0,0,1,2,3,5,3,0,2,2,-9,
"Mar 26, 2022 - SAC @ ORL",W,31:46:00,16,6,10,60,3,7,42.9,1,2,50,4,4,8,0,1,0,2,2,1,
"Mar 23, 2022 - SAC @ IND",W,31:24:00,11,3,11,27.3,2,7,28.6,3,5,60,2,4,6,8,0,0,2,1,13,
"Mar 20, 2022 - SAC vs. PHX",L,28:45:00,13,4,11,36.4,3,6,50,2,2,100,0,1,1,3,3,0,4,2,2,
"Mar 18, 2022 - SAC vs. BOS",L,29:53:00,3,0,6,0,0,5,0,3,4,75,0,2,2,8,0,0,2,1,-13,
"Mar 16, 2022 - SAC vs. MIL",L,29:44:00,19,7,14,50,4,8,50,1,1,100,1,3,4,1,3,0,1,1,-2,
"Mar 14, 2022 - SAC vs. CHI",W,34:44:00,15,4,9,44.4,3,5,60,4,4,100,1,6,7,4,1,0,1,1,6,
"Mar 12, 2022 - SAC @ UTA",L,17:22,3,1,4,25,1,3,33.3,0,0,0,1,2,3,3,0,0,0,3,-7,
"Mar 09, 2022 - SAC vs. DEN",L,11:32,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,1,1,1,-14,
"Mar 07, 2022 - SAC vs. NYK",L,26:43:00,13,3,6,50,3,6,50,4,4,100,0,3,3,4,1,0,1,0,-13,
"Mar 05, 2022 - SAC @ DAL",L,33:41:00,10,3,10,30,3,6,50,1,1,100,1,7,8,3,1,1,2,3,-9,
"Mar 03, 2022 - SAC @ SAS",W,29:23:00,11,3,9,33.3,2,6,33.3,3,4,75,2,4,6,3,2,0,2,1,-5,
"Mar 02, 2022 - SAC @ NOP",L,24:48:00,7,3,9,33.3,1,5,20,0,0,0,2,3,5,4,4,0,1,3,-15,
"Feb 28, 2022 - SAC @ OKC",W,22:19,14,5,7,71.4,4,6,66.7,0,0,0,1,4,5,4,1,0,2,3,20,
"Feb 26, 2022 - SAC @ DEN",L,17:31,1,0,3,0,0,2,0,1,2,50,1,1,2,0,0,0,0,2,-9,
"Feb 24, 2022 - SAC vs. DEN",L,22:35,8,3,7,42.9,2,6,33.3,0,0,0,0,2,2,4,0,0,3,2,-1,
"Feb 16, 2022 - SAC @ CHI",L,28:43:00,9,2,8,25,1,5,20,4,4,100,1,2,3,5,1,0,1,0,-14,
"Feb 14, 2022 - SAC @ BKN",L,26:42:00,12,4,11,36.4,2,6,33.3,2,2,100,0,8,8,2,5,0,1,1,9,
"Feb 12, 2022 - SAC @ WAS",W,19:24,7,2,9,22.2,1,7,14.3,2,2,100,1,1,2,5,1,0,0,1,6,
"Feb 08, 2022 - MIL @ LAL",W,19:45,8,3,7,42.9,1,4,25,1,2,50,2,1,3,3,1,0,3,1,9,
"Feb 06, 2022 - MIL @ LAC",W,21:10,9,3,7,42.9,2,5,40,1,2,50,0,3,3,1,0,0,3,0,-6,
"Feb 05, 2022 - MIL @ POR",W,19:36,10,4,10,40,2,7,28.6,0,0,0,0,2,2,1,0,0,1,1,2,
"Feb 01, 2022 - MIL vs. WAS",W,19:55,7,3,5,60,1,2,50,0,0,0,1,1,2,2,1,0,1,2,-5,
"Jan 30, 2022 - MIL vs. DEN",L,18:18,7,2,6,33.3,1,4,25,2,2,100,0,2,2,1,0,0,2,3,-13,
